59,1,governments and organizations
59,213,parking area
59,5,place of worship
59,6,public services
59,112,residential area
59,3,scenic spots
59,22,shopping
59,1,sports and leisure
33,3,catering
33,5,corporations
33,17,culture and education
33,1,governments and organizations
33,5,medical and health
33,140,parking area
33,4,place of worship
33,20,public services
33,80,residential area
33,26,scenic spots
33,20,shopping
33,17,sports and leisure
42,6,corporations
42,47,culture and education
42,5,governments and organizations
42,3,medical and health
42,97,parking area
42,19,place of worship
42,22,public services
42,63,residential area
42,4,scenic spots
42,17,shopping
42,1,transportation
65,3,corporations
65,29,culture and education
65,1,finance
65,1,governments and organizations
65,69,parking area
65,7,place of worship
65,4,public services
65,12,residential area
65,25,shopping
65,31,sports and leisure
9,1,corporations
9,8,culture and education
9,7,parking area
9,5,place of worship
9,3,public services
9,3,residential area
9,18,shopping
9,1,sports and leisure
9,1,transportation
76,29,corporations
76,4,culture and education
76,75,parking area
76,3,place of worship
76,11,public services
76,34,residential area
76,1,scenic spots
76,7,shopping
76,142,sports and leisure
76,4,transportation
62,3,corporations
62,16,culture and education
62,17,parking area
62,2,place of worship
62,3,public services
62,33,residential area
62,1,scenic spots
62,22,shopping
26,3,corporations
26,17,culture and education
26,1,governments and organizations
26,31,parking area
26,4,place of worship
26,6,public services
26,7,residential area
26,11,shopping
26,3,transportation
63,3,corporations
63,29,culture and education
63,1,governments and organizations
63,61,parking area
63,2,place of worship
63,6,public services
63,1,residential area
63,6,scenic spots
63,14,shopping
58,1,corporations
58,33,culture and education
58,118,parking area
58,6,place of worship
58,7,public services
58,12,residential area
58,1,scenic spots
58,29,shopping
58,1,sports and leisure
72,4,corporations
72,19,culture and education
72,21,parking area
72,14,place of worship
72,9,public services
72,1,residential area
72,3,scenic spots
72,31,shopping
72,10,sports and leisure
72,3,transportation
73,2,corporations
73,23,culture and education
73,1,finance
73,1,medical and health
73,182,parking area
73,11,place of worship
73,5,public services
73,108,residential area
73,2,scenic spots
73,24,shopping
73,1,transportation
67,3,corporations
67,31,culture and education
67,1,domestic services
67,1,governments and organizations
67,70,parking area
67,12,place of worship
67,14,public services
67,5,residential area
67,9,scenic spots
67,24,shopping
67,3,transportation
68,2,corporations
68,45,culture and education
68,2,governments and organizations
68,4,medical and health
68,56,parking area
68,33,place of worship
68,14,public services
68,14,residential area
68,6,scenic spots
68,25,shopping
68,1,transportation
69,9,corporations
69,27,culture and education
69,3,governments and organizations
69,68,parking area
69,26,place of worship
69,9,public services
69,8,residential area
69,1,scenic spots
69,36,shopping
69,2,sports and leisure
40,2,corporations
40,19,culture and education
40,2,governments and organizations
40,41,parking area
40,14,place of worship
40,7,public services
40,29,residential area
40,9,scenic spots
40,5,shopping
40,2,sports and leisure
40,4,transportation
38,2,corporations
38,39,culture and education
38,2,governments and organizations
38,3,medical and health
38,263,parking area
38,22,place of worship
38,10,public services
38,82,residential area
38,8,scenic spots
38,9,shopping
38,1,transportation
54,36,corporations
54,12,culture and education
54,49,parking area
54,9,place of worship
54,3,public services
54,1,sports and leisure
50,21,corporations
50,17,culture and education
50,1,medical and health
50,42,parking area
50,8,place of worship
50,4,public services
50,3,residential area
50,2,scenic spots
50,7,shopping
50,1,sports and leisure
47,13,corporations
47,3,culture and education
47,4,parking area
47,5,place of worship
47,1,public services
47,1,residential area
47,1,transportation
39,1,corporations
39,20,culture and education
39,67,parking area
39,7,place of worship
39,8,public services
39,93,residential area
39,5,scenic spots
39,12,shopping
39,1,sports and leisure
36,1,corporations
36,6,culture and education
36,1,medical and health
36,35,parking area
36,2,public services
36,55,residential area
36,10,scenic spots
36,2,shopping
45,1,corporations
45,8,culture and education
45,21,parking area
45,5,place of worship
45,5,public services
45,2,residential area
45,13,shopping
48,1,corporations
48,15,culture and education
48,2,medical and health
48,43,parking area
48,2,place of worship
48,5,public services
48,3,residential area
48,16,shopping
75,31,culture and education
75,75,parking area
75,24,place of worship
75,10,public services
75,18,residential area
75,31,shopping
75,1,sports and leisure
75,2,transportation
43,39,culture and education
43,1,domestic services
43,8,governments and organizations
43,6,medical and health
43,92,parking area
43,41,place of worship
43,22,public services
43,109,residential area
43,36,shopping
43,1,sports and leisure
43,5,transportation
